exercise_id,name,category,difficulty,duration_min,calories_burn_est,equipment,description
15388,Exercise_15388_curl,Core,Beginner,19,1430,none,squat lift press jump hold hold squat hold
15389,Exercise_15389_row,Back,Beginner,63,993,machine,push hold crunch push push lift jump push
15390,Exercise_15390_lift,Cardio,Advanced,80,649,kettlebell,curl pull run hold run jump crunch jump
15391,Exercise_15391_curl,Core,Intermediate,27,1243,dumbbell,run press row jump lift jump curl press
15392,Exercise_15392_press,Full Body,Advanced,82,1253,dumbbell,squat press hold hold hold jump squat squat
15393,Exercise_15393_push,Core,Beginner,38,876,kettlebell,curl curl push push pull jump jump row
15394,Exercise_15394_curl,Back,Advanced,41,1283,bodyweight,crunch press row jump pull crunch push lift
15395,Exercise_15395_pull,Shoulders,Advanced,96,1035,resistance band,row row press crunch row hold jump press
15396,Exercise_15396_run,Cardio,Intermediate,41,1317,resistance band,row pull push curl run row row lift
15397,Exercise_15397_hold,Back,Advanced,84,1319,machine,jump pull press jump row squat run curl
15398,Exercise_15398_press,Full Body,Beginner,20,691,resistance band,squat row press curl pull crunch curl press
15399,Exercise_15399_row,Full Body,Beginner,25,415,machine,squat push lift pull row pull press run
15400,Exercise_15400_run,Legs,Beginner,9,853,resistance band,run hold crunch squat row squat push curl
15401,Exercise_15401_lift,Arms,Advanced,101,352,kettlebell,press crunch press jump row run pull curl
15402,Exercise_15402_push,Arms,Beginner,51,502,resistance band,press squat squat press hold press hold run
15403,Exercise_15403_curl,Core,Advanced,33,209,bodyweight,squat row curl lift crunch hold pull press
15404,Exercise_15404_lift,Legs,Advanced,82,203,resistance band,press press hold press press row lift row
15405,Exercise_15405_press,Legs,Intermediate,53,747,none,push squat lift crunch crunch squat lift squat
15406,Exercise_15406_press,Arms,Intermediate,98,69,bodyweight,crunch lift jump crunch row squat hold crunch
15407,Exercise_15407_jump,Legs,Beginner,47,1176,barbell,press curl row pull lift row press press
15408,Exercise_15408_jump,Cardio,Intermediate,84,28,barbell,pull hold pull press lift squat pull row
15409,Exercise_15409_press,Arms,Advanced,110,571,kettlebell,crunch press press press curl run crunch push
15410,Exercise_15410_push,Core,Intermediate,119,404,kettlebell,crunch row pull pull push hold jump lift
15411,Exercise_15411_pull,Full Body,Intermediate,101,993,kettlebell,squat row curl pull pull squat squat row
15412,Exercise_15412_squat,Chest,Intermediate,67,687,none,press lift jump run row hold squat press
15413,Exercise_15413_curl,Core,Intermediate,61,610,dumbbell,jump curl pull row hold crunch jump push
15414,Exercise_15414_pull,Arms,Advanced,41,440,bodyweight,push jump curl hold curl push push crunch
15415,Exercise_15415_run,Core,Advanced,29,938,none,squat crunch curl row press jump hold press
15416,Exercise_15416_curl,Shoulders,Intermediate,95,1209,kettlebell,press pull press pull crunch lift jump curl
15417,Exercise_15417_hold,Full Body,Beginner,33,776,machine,jump curl hold crunch press push curl push
15418,Exercise_15418_press,Back,Beginner,34,443,bodyweight,pull row jump squat lift press pull pull
15419,Exercise_15419_run,Full Body,Beginner,72,431,barbell,pull crunch run curl press curl run curl
15420,Exercise_15420_row,Cardio,Beginner,22,571,bodyweight,curl jump hold lift press curl hold crunch
15421,Exercise_15421_squat,Legs,Advanced,12,336,dumbbell,crunch squat run jump pull run crunch crunch
15422,Exercise_15422_lift,Back,Advanced,119,1471,kettlebell,run crunch press curl jump squat press push
15423,Exercise_15423_squat,Core,Advanced,40,1197,resistance band,push curl run jump lift squat jump pull
15424,Exercise_15424_lift,Cardio,Beginner,52,211,machine,hold press jump press squat hold curl squat
15425,Exercise_15425_press,Full Body,Advanced,80,415,kettlebell,squat squat crunch jump press row curl hold
15426,Exercise_15426_hold,Legs,Advanced,108,1301,none,row press run lift press pull press row
15427,Exercise_15427_press,Legs,Advanced,17,1448,bodyweight,row hold row press crunch hold jump press
15428,Exercise_15428_jump,Chest,Advanced,30,380,barbell,jump lift press squat lift lift run crunch
15429,Exercise_15429_curl,Shoulders,Advanced,117,525,bodyweight,squat jump press press push press press hold
15430,Exercise_15430_hold,Arms,Intermediate,80,127,resistance band,lift run crunch row jump jump lift press
15431,Exercise_15431_run,Core,Beginner,81,1413,kettlebell,lift run push pull run press curl jump
15432,Exercise_15432_pull,Legs,Advanced,58,220,none,hold crunch lift jump squat jump curl push
15433,Exercise_15433_press,Legs,Intermediate,65,271,kettlebell,press lift lift run pull squat squat press
15434,Exercise_15434_jump,Chest,Beginner,107,875,dumbbell,push lift crunch squat press crunch run hold
15435,Exercise_15435_run,Back,Beginner,73,855,kettlebell,pull crunch jump pull press hold curl squat
15436,Exercise_15436_run,Shoulders,Intermediate,45,325,barbell,press curl pull crunch press run push lift
15437,Exercise_15437_curl,Core,Beginner,19,631,kettlebell,run hold crunch curl hold curl row pull
15438,Exercise_15438_run,Chest,Advanced,16,10,machine,press press press run row press row run
15439,Exercise_15439_hold,Shoulders,Advanced,75,1325,resistance band,squat jump run run row curl pull lift
15440,Exercise_15440_lift,Arms,Intermediate,32,46,dumbbell,curl row squat pull curl press press jump
15441,Exercise_15441_press,Cardio,Advanced,67,348,kettlebell,pull press crunch press hold lift row run
15442,Exercise_15442_lift,Core,Advanced,20,1354,dumbbell,push curl pull run jump curl lift pull
15443,Exercise_15443_curl,Core,Beginner,110,1191,resistance band,push curl jump curl press curl pull press
15444,Exercise_15444_press,Chest,Beginner,91,1201,machine,press press curl crunch jump push push press
15445,Exercise_15445_push,Core,Beginner,73,430,machine,squat press press lift pull hold lift press
15446,Exercise_15446_press,Chest,Intermediate,80,1344,kettlebell,crunch hold jump jump jump pull pull row
15447,Exercise_15447_push,Back,Advanced,15,1420,machine,squat hold lift lift push hold run crunch
15448,Exercise_15448_curl,Core,Intermediate,64,666,resistance band,row squat crunch squat press hold press press
15449,Exercise_15449_pull,Chest,Intermediate,33,21,resistance band,row squat pull push curl press curl press
15450,Exercise_15450_squat,Core,Intermediate,12,1417,machine,hold jump run hold row run jump crunch
15451,Exercise_15451_push,Core,Intermediate,85,1361,barbell,curl crunch row run run curl squat push
15452,Exercise_15452_press,Core,Intermediate,74,308,bodyweight,crunch curl press press pull squat curl curl
15453,Exercise_15453_press,Cardio,Advanced,73,497,machine,press curl row curl row hold curl squat
15454,Exercise_15454_run,Legs,Intermediate,26,141,none,jump pull row row row squat press press
15455,Exercise_15455_jump,Legs,Intermediate,41,873,none,crunch lift hold squat push lift push curl
15456,Exercise_15456_lift,Full Body,Advanced,105,1470,machine,crunch run lift push jump squat run push
15457,Exercise_15457_lift,Cardio,Intermediate,77,1379,barbell,press lift curl row push curl jump push
15458,Exercise_15458_press,Core,Intermediate,13,1145,none,jump press press curl hold squat crunch hold
15459,Exercise_15459_push,Cardio,Advanced,105,598,kettlebell,jump press jump squat press curl squat run
15460,Exercise_15460_squat,Arms,Advanced,117,228,resistance band,press curl hold lift curl lift hold press
15461,Exercise_15461_hold,Back,Intermediate,101,1335,dumbbell,crunch squat jump jump curl curl lift push
15462,Exercise_15462_lift,Cardio,Intermediate,26,665,none,run curl press crunch push curl jump press
15463,Exercise_15463_row,Cardio,Advanced,104,77,kettlebell,run squat lift crunch squat lift curl row
15464,Exercise_15464_jump,Arms,Advanced,86,443,kettlebell,row press crunch row crunch squat pull crunch
15465,Exercise_15465_press,Full Body,Advanced,40,642,machine,crunch push hold jump curl press squat press
15466,Exercise_15466_curl,Full Body,Advanced,62,563,barbell,curl hold press press jump row squat lift
15467,Exercise_15467_pull,Back,Beginner,14,1109,machine,squat jump hold curl press jump press crunch
15468,Exercise_15468_lift,Core,Beginner,88,1378,bodyweight,push crunch lift hold curl run press row
15469,Exercise_15469_push,Chest,Intermediate,116,1357,kettlebell,pull crunch press jump squat squat press curl
15470,Exercise_15470_pull,Arms,Beginner,116,231,dumbbell,jump row squat lift press squat squat press
15471,Exercise_15471_curl,Shoulders,Beginner,23,949,dumbbell,hold run hold curl crunch hold press crunch
15472,Exercise_15472_pull,Arms,Intermediate,82,598,kettlebell,press hold squat pull curl hold curl jump
15473,Exercise_15473_curl,Legs,Beginner,39,1198,kettlebell,row press row crunch run run press lift
15474,Exercise_15474_curl,Cardio,Intermediate,32,199,resistance band,press row press crunch press hold press jump
15475,Exercise_15475_jump,Back,Beginner,67,292,machine,squat press pull lift pull lift push squat
15476,Exercise_15476_press,Legs,Intermediate,2,930,resistance band,run hold pull push pull squat run push
15477,Exercise_15477_crunch,Arms,Intermediate,3,285,kettlebell,squat lift squat push push run row hold
15478,Exercise_15478_crunch,Back,Intermediate,70,244,none,press curl push squat pull crunch press crunch
15479,Exercise_15479_crunch,Arms,Advanced,59,605,bodyweight,squat jump squat row push crunch jump squat
15480,Exercise_15480_push,Legs,Beginner,68,86,barbell,row curl press lift hold squat push jump
15481,Exercise_15481_pull,Chest,Intermediate,99,854,none,run squat run curl hold row press press
15482,Exercise_15482_press,Core,Intermediate,48,1233,kettlebell,hold lift lift jump squat press press press
15483,Exercise_15483_hold,Back,Beginner,84,386,barbell,hold push crunch crunch press row press press
15484,Exercise_15484_press,Core,Intermediate,26,647,resistance band,hold row press crunch row jump press push
15485,Exercise_15485_run,Back,Advanced,67,1049,dumbbell,press press jump push jump press press run
15486,Exercise_15486_run,Legs,Intermediate,56,1331,barbell,crunch crunch press press pull crunch crunch pull
15487,Exercise_15487_crunch,Chest,Advanced,6,224,resistance band,pull lift push squat curl run curl press
15488,Exercise_15488_curl,Arms,Intermediate,78,1224,none,jump curl lift hold pull squat curl press
15489,Exercise_15489_jump,Full Body,Advanced,6,261,resistance band,run hold run jump squat pull curl push
15490,Exercise_15490_lift,Chest,Advanced,78,1318,machine,hold crunch squat squat press jump pull crunch
15491,Exercise_15491_run,Core,Advanced,44,685,kettlebell,jump hold lift crunch row crunch press pull
15492,Exercise_15492_press,Shoulders,Advanced,9,244,bodyweight,jump lift curl squat squat row push run
15493,Exercise_15493_jump,Legs,Intermediate,94,66,bodyweight,press hold run pull jump push press push
15494,Exercise_15494_squat,Cardio,Advanced,16,957,resistance band,push lift jump lift push lift hold lift
15495,Exercise_15495_press,Shoulders,Intermediate,55,1024,bodyweight,lift pull lift jump hold press curl run
15496,Exercise_15496_press,Arms,Intermediate,110,411,bodyweight,push hold press press lift squat run press
15497,Exercise_15497_push,Arms,Beginner,39,603,kettlebell,push curl press press jump push squat squat
15498,Exercise_15498_lift,Back,Beginner,56,809,kettlebell,squat curl crunch row pull pull run press
15499,Exercise_15499_row,Core,Intermediate,88,502,dumbbell,run press jump jump pull press hold crunch
15500,Exercise_15500_row,Legs,Intermediate,30,1441,barbell,push press curl squat curl pull pull lift
15501,Exercise_15501_crunch,Cardio,Beginner,40,1252,kettlebell,row lift lift crunch jump crunch push press
15502,Exercise_15502_press,Back,Advanced,57,1176,none,lift squat press lift row push squat run
15503,Exercise_15503_curl,Back,Intermediate,55,810,bodyweight,press pull crunch pull crunch lift press curl
15504,Exercise_15504_curl,Core,Intermediate,24,49,kettlebell,squat squat squat crunch hold press press pull
15505,Exercise_15505_squat,Shoulders,Intermediate,90,605,bodyweight,pull squat lift press curl jump jump curl
15506,Exercise_15506_press,Shoulders,Advanced,90,641,dumbbell,press pull hold crunch row pull squat hold
15507,Exercise_15507_crunch,Arms,Beginner,107,621,none,push squat hold row hold push crunch run
15508,Exercise_15508_press,Core,Advanced,49,1422,bodyweight,pull lift lift curl lift row press press
15509,Exercise_15509_run,Full Body,Intermediate,47,1386,barbell,squat run push row squat pull row push
15510,Exercise_15510_jump,Arms,Intermediate,18,771,dumbbell,push row curl row squat lift press jump
15511,Exercise_15511_push,Back,Intermediate,25,104,barbell,press pull curl squat push lift row pull
15512,Exercise_15512_run,Cardio,Beginner,111,557,resistance band,jump run press press hold push jump row
15513,Exercise_15513_row,Chest,Intermediate,24,778,kettlebell,hold press push push crunch crunch pull press
15514,Exercise_15514_hold,Legs,Intermediate,53,254,bodyweight,press press pull curl hold run jump lift
15515,Exercise_15515_jump,Back,Advanced,50,1149,dumbbell,curl pull lift press hold jump press pull
15516,Exercise_15516_lift,Chest,Beginner,82,191,kettlebell,row squat squat jump push pull pull push
15517,Exercise_15517_push,Legs,Advanced,34,333,machine,run squat pull crunch squat run push row
15518,Exercise_15518_row,Arms,Intermediate,47,785,resistance band,row jump hold hold push curl press press
15519,Exercise_15519_pull,Chest,Beginner,57,351,kettlebell,press hold press press curl crunch curl press
15520,Exercise_15520_lift,Cardio,Advanced,86,233,bodyweight,press curl curl row press run press curl
15521,Exercise_15521_jump,Legs,Intermediate,25,74,kettlebell,jump run press crunch curl pull press push
15522,Exercise_15522_pull,Full Body,Intermediate,73,262,barbell,crunch push lift push press run press jump
15523,Exercise_15523_lift,Arms,Advanced,104,1124,machine,lift push press press pull lift hold press
15524,Exercise_15524_press,Legs,Beginner,92,190,machine,squat crunch press run jump jump run curl
15525,Exercise_15525_crunch,Legs,Advanced,23,983,kettlebell,jump press crunch squat squat press press run
15526,Exercise_15526_press,Chest,Advanced,56,179,resistance band,pull squat push row press squat crunch press
15527,Exercise_15527_jump,Shoulders,Intermediate,117,1442,none,crunch row curl press crunch pull squat jump
15528,Exercise_15528_press,Chest,Beginner,90,1060,dumbbell,pull curl squat press squat press press run
15529,Exercise_15529_lift,Legs,Beginner,52,530,bodyweight,press lift row curl squat curl row run
15530,Exercise_15530_push,Shoulders,Intermediate,68,78,dumbbell,pull crunch crunch run push run press row
15531,Exercise_15531_run,Shoulders,Intermediate,3,1217,dumbbell,jump crunch row press run crunch push run
15532,Exercise_15532_run,Back,Beginner,16,868,kettlebell,jump crunch squat crunch push press run row
15533,Exercise_15533_press,Full Body,Beginner,73,1476,machine,lift crunch lift curl curl press jump squat
15534,Exercise_15534_hold,Back,Advanced,101,841,dumbbell,press press hold run pull squat curl push
15535,Exercise_15535_hold,Legs,Advanced,29,726,dumbbell,lift hold squat curl pull crunch squat crunch
15536,Exercise_15536_crunch,Chest,Intermediate,26,1157,barbell,push run crunch lift jump squat press crunch
15537,Exercise_15537_pull,Arms,Intermediate,117,268,machine,crunch run run lift press pull row row
15538,Exercise_15538_row,Back,Beginner,75,1101,bodyweight,jump run jump curl press push run push
15539,Exercise_15539_press,Shoulders,Intermediate,119,428,barbell,hold jump pull push run hold push run
15540,Exercise_15540_press,Cardio,Advanced,83,502,resistance band,pull jump jump squat hold lift press curl
15541,Exercise_15541_hold,Chest,Advanced,93,1282,kettlebell,press press squat curl press crunch crunch squat
15542,Exercise_15542_curl,Legs,Advanced,19,630,none,push lift press pull hold push press jump
15543,Exercise_15543_squat,Chest,Advanced,31,1086,barbell,curl press pull run curl press pull curl
15544,Exercise_15544_jump,Full Body,Advanced,1,350,kettlebell,pull press row hold press squat push jump
15545,Exercise_15545_run,Legs,Advanced,16,356,dumbbell,row run lift curl lift curl push curl
15546,Exercise_15546_push,Core,Intermediate,18,1145,barbell,hold press curl jump pull jump hold press
15547,Exercise_15547_press,Full Body,Advanced,91,1003,none,press push run row run press row push
15548,Exercise_15548_squat,Core,Intermediate,32,344,bodyweight,press hold crunch crunch pull hold press push
15549,Exercise_15549_crunch,Core,Beginner,1,1205,machine,run curl run push press row hold pull
15550,Exercise_15550_squat,Shoulders,Intermediate,78,665,machine,hold lift crunch row crunch crunch press pull
15551,Exercise_15551_hold,Arms,Advanced,97,245,machine,squat run row press run row lift squat
15552,Exercise_15552_squat,Cardio,Advanced,90,880,barbell,lift crunch hold jump crunch press jump hold
15553,Exercise_15553_hold,Legs,Intermediate,28,320,barbell,run press run pull press pull press crunch
15554,Exercise_15554_squat,Shoulders,Beginner,83,152,machine,push jump row push hold press row run
15555,Exercise_15555_pull,Full Body,Beginner,41,1363,barbell,push lift row press curl pull press hold
15556,Exercise_15556_squat,Shoulders,Intermediate,31,878,none,curl jump run curl run jump lift press
15557,Exercise_15557_jump,Shoulders,Intermediate,92,1407,barbell,curl jump squat jump push curl pull hold
15558,Exercise_15558_pull,Core,Beginner,44,1308,none,push hold run push curl push press pull
15559,Exercise_15559_crunch,Back,Advanced,114,915,machine,run run crunch lift curl pull lift curl
15560,Exercise_15560_run,Chest,Advanced,73,183,none,squat curl lift crunch pull crunch lift crunch
15561,Exercise_15561_row,Chest,Intermediate,80,428,dumbbell,press run lift crunch crunch run press hold
15562,Exercise_15562_row,Arms,Intermediate,103,619,dumbbell,pull row pull crunch jump row pull curl
15563,Exercise_15563_push,Legs,Intermediate,2,167,kettlebell,press curl press run lift run squat curl
15564,Exercise_15564_lift,Back,Intermediate,61,1349,bodyweight,squat pull row crunch curl push hold push
15565,Exercise_15565_squat,Chest,Advanced,107,836,barbell,pull run pull press curl push jump row
15566,Exercise_15566_press,Back,Intermediate,13,1336,machine,hold hold run hold run press jump lift
15567,Exercise_15567_lift,Core,Beginner,2,194,bodyweight,lift push push press run lift curl hold
15568,Exercise_15568_lift,Back,Advanced,57,1336,bodyweight,jump squat run lift curl press row row
15569,Exercise_15569_push,Shoulders,Intermediate,93,472,none,squat push curl lift hold push row press
15570,Exercise_15570_hold,Cardio,Intermediate,54,1494,machine,jump curl press push hold hold crunch squat
15571,Exercise_15571_push,Back,Intermediate,96,937,machine,press run press pull run press press press
15572,Exercise_15572_press,Legs,Intermediate,66,510,none,row press pull push pull press lift crunch
15573,Exercise_15573_curl,Legs,Beginner,86,201,resistance band,hold squat crunch hold curl row press lift
15574,Exercise_15574_row,Arms,Advanced,95,239,bodyweight,push press push press lift hold press lift
15575,Exercise_15575_row,Arms,Intermediate,46,1051,kettlebell,push press lift press squat press jump hold
15576,Exercise_15576_row,Back,Beginner,112,368,kettlebell,press press row pull pull press curl jump
15577,Exercise_15577_crunch,Back,Intermediate,37,1356,resistance band,run curl curl crunch crunch push run curl
15578,Exercise_15578_crunch,Cardio,Intermediate,18,1345,machine,row press jump push squat press curl pull
15579,Exercise_15579_crunch,Full Body,Beginner,71,1316,machine,squat crunch jump press push crunch squat squat
15580,Exercise_15580_run,Legs,Advanced,16,748,none,press press hold lift squat lift squat press
15581,Exercise_15581_jump,Full Body,Advanced,64,744,dumbbell,pull lift hold crunch press press push squat
15582,Exercise_15582_curl,Cardio,Beginner,1,246,bodyweight,row pull curl row hold pull pull lift
15583,Exercise_15583_run,Cardio,Intermediate,79,1233,dumbbell,jump pull curl pull run run hold crunch
15584,Exercise_15584_lift,Chest,Beginner,105,522,resistance band,row crunch curl push press pull press squat
15585,Exercise_15585_run,Back,Intermediate,101,764,none,push hold row lift pull curl push hold
15586,Exercise_15586_hold,Legs,Intermediate,27,1155,none,pull hold squat crunch push hold jump press
15587,Exercise_15587_crunch,Core,Intermediate,118,1240,none,jump run crunch press row row press press
15588,Exercise_15588_pull,Shoulders,Beginner,33,1000,machine,crunch jump curl jump curl curl hold jump
15589,Exercise_15589_squat,Arms,Beginner,106,1409,barbell,press run row push curl hold press pull
15590,Exercise_15590_squat,Legs,Advanced,72,154,machine,jump run lift hold press push squat jump
15591,Exercise_15591_push,Back,Intermediate,55,1303,bodyweight,squat crunch press press lift lift press pull
15592,Exercise_15592_lift,Back,Beginner,17,1442,bodyweight,press curl pull crunch press hold pull lift
15593,Exercise_15593_push,Cardio,Beginner,39,1037,dumbbell,row press hold crunch crunch hold run curl
15594,Exercise_15594_run,Arms,Intermediate,70,259,bodyweight,run squat run pull hold jump squat press
15595,Exercise_15595_press,Arms,Intermediate,86,683,dumbbell,pull pull lift jump pull row run jump
15596,Exercise_15596_crunch,Chest,Advanced,10,527,kettlebell,jump pull run run squat run crunch hold
15597,Exercise_15597_pull,Full Body,Beginner,106,1056,dumbbell,push crunch squat push press run jump press
15598,Exercise_15598_run,Full Body,Beginner,57,600,bodyweight,row curl lift run push run curl squat
15599,Exercise_15599_hold,Chest,Intermediate,3,391,none,push run squat pull pull hold push squat
15600,Exercise_15600_squat,Cardio,Beginner,9,692,bodyweight,lift press press hold run run jump press
15601,Exercise_15601_run,Shoulders,Intermediate,113,428,barbell,run hold run hold squat press press lift
15602,Exercise_15602_press,Arms,Beginner,79,954,barbell,squat row press row lift jump run lift
15603,Exercise_15603_press,Core,Beginner,99,223,resistance band,push squat pull squat row press pull run
15604,Exercise_15604_lift,Chest,Intermediate,80,820,resistance band,lift crunch press hold pull jump squat curl
15605,Exercise_15605_row,Core,Advanced,88,1060,bodyweight,row lift jump pull squat push pull jump
15606,Exercise_15606_pull,Legs,Advanced,63,1252,machine,curl push lift crunch lift pull pull row
15607,Exercise_15607_row,Cardio,Intermediate,117,810,barbell,press jump push curl press squat pull crunch
15608,Exercise_15608_press,Core,Beginner,89,972,kettlebell,run push row jump push squat crunch row
15609,Exercise_15609_crunch,Arms,Intermediate,53,246,none,run squat hold run press hold crunch push
15610,Exercise_15610_jump,Chest,Intermediate,101,1124,none,press run push push squat run squat hold
15611,Exercise_15611_hold,Shoulders,Intermediate,99,1183,resistance band,push crunch press press hold row push lift
15612,Exercise_15612_pull,Cardio,Advanced,54,1284,bodyweight,run crunch jump hold press jump squat hold
15613,Exercise_15613_pull,Cardio,Beginner,38,1448,none,curl squat run push press jump press curl
15614,Exercise_15614_run,Full Body,Beginner,113,638,dumbbell,lift press squat row hold hold row push
15615,Exercise_15615_press,Cardio,Intermediate,62,1327,none,hold lift press row lift jump row crunch
15616,Exercise_15616_jump,Core,Beginner,99,607,none,press curl crunch hold jump lift press hold
15617,Exercise_15617_lift,Shoulders,Advanced,92,854,none,lift press squat pull jump pull crunch jump
15618,Exercise_15618_squat,Legs,Intermediate,98,923,kettlebell,run push press jump press push crunch press
15619,Exercise_15619_run,Arms,Intermediate,82,1086,resistance band,pull crunch press squat lift press jump squat
15620,Exercise_15620_pull,Chest,Beginner,82,834,kettlebell,squat squat row curl jump pull run squat
15621,Exercise_15621_hold,Cardio,Intermediate,110,973,dumbbell,jump curl press jump press pull curl crunch
15622,Exercise_15622_push,Core,Advanced,16,542,machine,hold curl run hold hold squat squat jump
15623,Exercise_15623_curl,Back,Beginner,59,222,machine,crunch squat press press jump row press pull
15624,Exercise_15624_run,Arms,Intermediate,41,627,bodyweight,pull crunch pull curl crunch press lift squat
15625,Exercise_15625_row,Chest,Beginner,10,107,none,curl run pull crunch press press crunch jump
15626,Exercise_15626_jump,Back,Beginner,77,158,none,crunch curl lift row crunch jump run lift
15627,Exercise_15627_press,Cardio,Beginner,59,991,resistance band,row press pull pull squat run hold run
15628,Exercise_15628_hold,Chest,Beginner,24,895,machine,run push pull row run pull jump run
15629,Exercise_15629_lift,Legs,Intermediate,78,623,resistance band,push row squat push pull crunch jump squat
15630,Exercise_15630_curl,Arms,Beginner,25,278,kettlebell,press lift press push press squat curl squat
15631,Exercise_15631_jump,Legs,Intermediate,104,443,machine,run crunch crunch press curl row row curl
15632,Exercise_15632_press,Cardio,Beginner,68,886,kettlebell,pull hold pull press curl curl squat push
15633,Exercise_15633_squat,Shoulders,Advanced,32,1384,machine,curl hold crunch run lift lift jump hold
15634,Exercise_15634_run,Shoulders,Advanced,81,151,machine,curl lift hold pull hold press press hold
15635,Exercise_15635_press,Core,Intermediate,49,1057,barbell,press curl lift pull push squat press press
15636,Exercise_15636_lift,Back,Advanced,60,556,kettlebell,press press jump jump press run hold press
15637,Exercise_15637_jump,Back,Intermediate,61,1483,barbell,lift pull press squat pull curl lift pull
15638,Exercise_15638_lift,Cardio,Beginner,15,93,none,crunch crunch pull hold crunch push press pull
15639,Exercise_15639_lift,Arms,Advanced,81,1310,resistance band,hold jump hold pull run row press pull
15640,Exercise_15640_press,Back,Beginner,5,310,barbell,push lift push press pull jump hold pull
15641,Exercise_15641_press,Full Body,Beginner,30,1482,none,squat row run row run press row lift
15642,Exercise_15642_press,Arms,Beginner,9,173,barbell,row jump press row curl press row curl
15643,Exercise_15643_run,Cardio,Beginner,12,225,bodyweight,jump hold hold crunch pull run row hold
15644,Exercise_15644_squat,Back,Intermediate,40,1011,resistance band,pull squat curl hold hold pull crunch jump
15645,Exercise_15645_squat,Chest,Beginner,61,537,machine,pull push crunch push crunch press lift press
15646,Exercise_15646_jump,Core,Intermediate,41,800,kettlebell,press lift pull press squat push row squat
15647,Exercise_15647_press,Arms,Advanced,77,1063,kettlebell,lift jump run jump row press hold run
15648,Exercise_15648_jump,Arms,Intermediate,3,1438,barbell,curl run curl jump lift jump press row
15649,Exercise_15649_squat,Back,Intermediate,35,157,machine,run press crunch run row squat row lift
15650,Exercise_15650_run,Cardio,Intermediate,41,805,kettlebell,press row press push lift run curl row
15651,Exercise_15651_hold,Cardio,Advanced,15,1066,kettlebell,jump row pull squat run crunch lift push
15652,Exercise_15652_press,Back,Beginner,20,199,resistance band,row push lift crunch squat jump crunch lift
15653,Exercise_15653_lift,Shoulders,Beginner,75,895,machine,crunch crunch jump press crunch press row push
15654,Exercise_15654_press,Chest,Advanced,78,782,barbell,curl crunch crunch crunch run squat pull curl
15655,Exercise_15655_hold,Chest,Beginner,8,326,none,jump jump lift pull jump hold hold curl
15656,Exercise_15656_squat,Back,Intermediate,105,1157,bodyweight,row press curl pull jump hold press curl
15657,Exercise_15657_row,Full Body,Beginner,51,1311,resistance band,press crunch hold press curl crunch lift hold
15658,Exercise_15658_lift,Legs,Advanced,66,1134,barbell,crunch press push squat row run press curl
15659,Exercise_15659_push,Legs,Intermediate,13,526,machine,jump row run run press lift hold run
15660,Exercise_15660_push,Cardio,Intermediate,1,1128,kettlebell,squat curl run push run crunch push hold
15661,Exercise_15661_squat,Legs,Advanced,79,678,barbell,curl pull press row row press squat jump
15662,Exercise_15662_press,Chest,Advanced,24,1364,machine,press push row pull crunch press lift push
15663,Exercise_15663_pull,Full Body,Advanced,48,553,dumbbell,press run press hold squat row hold push
15664,Exercise_15664_press,Full Body,Intermediate,37,955,bodyweight,run squat crunch press press lift press jump
15665,Exercise_15665_crunch,Legs,Beginner,69,1459,machine,row row pull curl press hold curl run
15666,Exercise_15666_curl,Arms,Advanced,94,703,resistance band,hold row row squat squat pull press squat
15667,Exercise_15667_run,Core,Advanced,56,1025,barbell,crunch row row row press curl curl curl
15668,Exercise_15668_push,Full Body,Beginner,77,1275,resistance band,run pull press row squat jump lift hold
15669,Exercise_15669_pull,Core,Intermediate,64,1192,machine,hold press press push press hold hold run
15670,Exercise_15670_row,Chest,Advanced,54,1374,barbell,lift press run pull hold jump press jump
15671,Exercise_15671_press,Back,Intermediate,103,407,bodyweight,press push row pull row squat squat row
15672,Exercise_15672_run,Cardio,Beginner,64,354,none,press crunch row lift push press press curl
15673,Exercise_15673_jump,Chest,Beginner,40,1325,dumbbell,run lift crunch press squat run run row
15674,Exercise_15674_crunch,Back,Advanced,63,234,kettlebell,lift crunch row pull row row run push
15675,Exercise_15675_push,Legs,Advanced,55,926,machine,crunch push press pull row lift lift row
15676,Exercise_15676_lift,Arms,Advanced,18,612,dumbbell,press pull press pull push press hold squat
15677,Exercise_15677_crunch,Chest,Advanced,39,108,kettlebell,hold pull run curl press pull squat push
15678,Exercise_15678_press,Chest,Beginner,19,1049,machine,run pull press lift row squat jump push
15679,Exercise_15679_squat,Full Body,Advanced,37,234,resistance band,pull run row run row push hold push
15680,Exercise_15680_hold,Core,Advanced,30,497,dumbbell,crunch press squat press curl squat curl push
15681,Exercise_15681_hold,Arms,Intermediate,103,1257,barbell,jump press pull row hold hold push push
15682,Exercise_15682_lift,Chest,Beginner,14,927,kettlebell,squat push squat curl jump pull push squat
15683,Exercise_15683_push,Core,Intermediate,15,423,dumbbell,run pull press press row lift run press
15684,Exercise_15684_curl,Chest,Intermediate,9,481,none,lift lift press push jump press jump press
15685,Exercise_15685_hold,Cardio,Intermediate,85,541,none,curl row press jump crunch lift squat lift
15686,Exercise_15686_jump,Core,Advanced,96,1392,dumbbell,press hold run press push curl row crunch
15687,Exercise_15687_curl,Chest,Intermediate,89,1214,barbell,push squat squat push squat lift squat curl
